event_date,year,event_type,sub_event_type,actor1,actor2,country,admin1,notes,fatalities,PERIODO
2018-08-01,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,South Darfur,01 August. Sudanese armed forces assaulted residents of Kuilla for supporting rebels,0,2018-Q3
2018-01-10,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,Central Darfur,"A force of RSF soldiers searched the area of Tur in Nierteti, Central Darfur, for illegal weapons and beat a number of residents.",0,2018-Q1
2018-02-26,2018,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Sudan (1989-2019),Civilians (Sudan),Sudan,Central Darfur,"Military forces stationed at the Deribat base reportedly shelled the Tala village, west of Dubo El Omda in Tawila locality, on 26/02, leaving a child killed.",1,2018-Q1
2018-04-11,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019),Civilians (Sudan),Sudan,North Darfur,"On 11 April (the date remains uncertain), Military Forces of Sudan allegedly tortured sheikh Mousa Osman to death in Libei area near Tawila in North Darfur. Sheikh was arrested for an unknown reason and and beaten to death in custody.",1,2018-Q2
2018-03-17,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,Central Darfur,"On or around 17 March, members of the Rapid Support Forces (RSF) militia beat with whips two market traders in Sagadir, leaving them severely injured. RSF accused one merchant of selling shoes with too high a price and another of supplying sorghum to armed movements.",0,2018-Q1
2018-02-22,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Abu Tira,Civilians (Sudan),Sudan,West Kordofan,"Unknown gunmen shot an Abu Tira member south of Keilik in West Kordofan on 22/02. After the incident, members of the Abu Tira reserve force raided the Keilik market, beating people with rifle butts and batons and setting dozens of shops on fire. Several people were injured. A curfew was placed on Keilik after the incidents.",0,2018-Q1
2018-01-19,2018,Strategic developments,Looting/property destruction,Military Forces of Sudan (1989-2019) Military Intelligence Service,Civilians (Sudan),Sudan,Central Darfur,"Looting: Members of the Sudanese military intelligence raided a man's house in Tur in Central Darfur, beat him and took him to the Nierteti military garrison. The following day, another man was arrested. No mentioned injuries in both cases. The two men were suspected of supporting the rebel SPLM-N.",0,2018-Q1
2018-08-01,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,South Darfur,01 August. Sudanese armed forces assaulted residents of Kaiya for supporting rebels,0,2018-Q3
2018-02-12,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,Kassala,RSF militiamen shot dead a merchant at his house in Kassala on 12/02 as he sought to protect a group of youth that the militiamen were pursuing after seizing their belongings.,1,2018-Q1
2018-08-01,2018,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,Civilians (Sudan),Sudan,South Darfur,01 August. Sudanese armed forces assaulted residents of Kawara for supporting rebels,0,2018-Q3
