da,a,tipo,periodo,peso,categoria,titolo,fonte
PRK,ISR,cyber,2022-Q4,,Hijacking without Misuse,North Korean state-sponsored APT groups 'Ruby Sleet' and 'Diamond Sleet' compromised two arms manufacturers in Germany and Israel beginning in November 2022,eurepoc
PRK,ISR,cyber,2016-Q1,,Espionage,Lazarus Group,cfr
PRK,ISR,cyber,,,Espionage,Targeting of defense companies in Israel and the Middle East,cfr
PRK,ISR,migrazione,2018,5,,,
PRK,ISR,migrazione,2019,5,,,
PRK,ISR,migrazione,2020,5,,,
PRK,ISR,migrazione,2021,5,,,
PRK,ISR,migrazione,2022,5,,,
PRK,ISR,migrazione,2023,5,,,
PRK,ISR,migrazione,2024,5,,,
PRK,DEU,cyber,2022-Q4,,Hijacking without Misuse,North Korean state-sponsored APT groups 'Ruby Sleet' and 'Diamond Sleet' compromised two arms manufacturers in Germany and Israel beginning in November 2022,eurepoc
PRK,DEU,cyber,2023-Q1,,Hijacking with Misuse,North Korean state-sponsored hacking group LABYRINTH CHOLLIMA trojanized voice and video conferencing software 3CXDesktopApp in March 2023,eurepoc
PRK,DEU,cyber,2022-Q1,,Hijacking without Misuse,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,eurepoc
PRK,DEU,cyber,2021-Q4,,Hijacking with Misuse,BlueNoroff hackers steal crypto using fake MetaMask extension,eurepoc
PRK,DEU,cyber,2018-Q2,,Data theft;Hijacking with Misuse,Lazarus goes HakunaMATA,eurepoc
PRK,DEU,cyber,2017-Q2,,Data destruction,WannaCry,cfr
PRK,DEU,migrazione,2018,34,,,
PRK,DEU,migrazione,2019,85,,,
PRK,DEU,migrazione,2020,85,,,
PRK,DEU,migrazione,2021,89,,,
PRK,DEU,migrazione,2022,91,,,
PRK,DEU,migrazione,2023,89,,,
PRK,DEU,migrazione,2024,93,,,
PRK,RUS,cyber,2023-Q1,,Hijacking without Misuse,North Korean APT group 'Onyx Sleet' targeted Russian University in March 2023,eurepoc
PRK,RUS,cyber,2023-Q1,,Hijacking without Misuse,North-Korean APT group 'Ruby Sleet' targeted Russian aerospace research institute in March 2023,eurepoc
PRK,RUS,cyber,2022-Q2,,Hijacking without Misuse,North Korean threat actors compromised computer networks of Russian missile engeneering firm NPO Mashinostroyeniya in May 2022,eurepoc
PRK,RUS,cyber,2021-Q3,,Hijacking without Misuse,“KONNI” Targets the Russian Diplomatic Sector,eurepoc
PRK,RUS,cyber,2021-Q4,,Hijacking with Misuse,BlueNoroff hackers steal crypto using fake MetaMask extension,eurepoc
PRK,RUS,cyber,2021-Q3,,Hijacking without Misuse,Konni RAT malware vs. Russia,eurepoc
PRK,RUS,cyber,2019-Q1,,Data theft;Hijacking with Misuse,Lazarus turns against Russia,eurepoc
PRK,RUS,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,RUS,cyber,2017-Q2,,Data destruction,WannaCry,cfr
PRK,RUS,cyber,,,Espionage,Targeting of Russian missile design firm,cfr
PRK,RUS,cyber,,,Espionage,Targeting of Russian diplomats in Asia,cfr
PRK,RUS,cyber,,,Espionage,Targeting of Russian aerospace and defense companies,cfr
PRK,RUS,migrazione,2018,57,,,
PRK,RUS,migrazione,2019,50,,,
PRK,RUS,migrazione,2020,53,,,
PRK,RUS,migrazione,2021,43,,,
PRK,RUS,migrazione,2022,37,,,
PRK,RUS,migrazione,2023,28,,,
PRK,RUS,coinvolgimento_militare,2024-Q4,4,,,
PRK,VCT,cyber,2023-Q3,,Hijacking with Misuse,North Korean state-sponsored hacking group Lazarus suspected of stealing nearly $60m from payment processing platform Alphapo on 23 July 2023,eurepoc
PRK,FRA,cyber,2023-Q1,,Hijacking with Misuse,North Korean state-sponsored hacking group LABYRINTH CHOLLIMA trojanized voice and video conferencing software 3CXDesktopApp in March 2023,eurepoc
PRK,FRA,cyber,,,,Kimusky,cfr
PRK,FRA,cyber,,,Espionage,Zinc,cfr
PRK,FRA,cyber,,,Espionage,Cerium,cfr
PRK,FRA,cyber,,,,Autumn Aperture—use of malicious websites to target foreign ministries and other entities,cfr
PRK,FRA,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,FRA,cyber,2017-Q2,,Data destruction,WannaCry,cfr
PRK,ARE,cyber,2022-Q3,,Hijacking without Misuse,Financially-motivated hacker group BlueNoroff compromised a company employee in the United Arab Emirates beginning in September 2022,eurepoc
PRK,ARE,cyber,2021-Q4,,Hijacking with Misuse,BlueNoroff hackers steal crypto using fake MetaMask extension,eurepoc
PRK,SAU,cyber,2022-Q1,,Hijacking without Misuse,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,eurepoc
PRK,CHE,cyber,2022-Q1,,Hijacking without Misuse,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,eurepoc
PRK,TUR,cyber,2022-Q1,,Hijacking without Misuse,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,eurepoc
PRK,TUR,cyber,2018-Q2,,Data theft;Hijacking with Misuse,Lazarus goes HakunaMATA,eurepoc
PRK,TUR,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,TUR,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,MEX,cyber,2022-Q1,,Hijacking without Misuse,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,eurepoc
PRK,MEX,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,MEX,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,GBR,cyber,2021-Q4,,Hijacking with Misuse,BlueNoroff hackers steal crypto using fake MetaMask extension,eurepoc
PRK,GBR,cyber,,,,Kimusky,cfr
PRK,GBR,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,GBR,cyber,2017-Q2,,Data destruction,WannaCry,cfr
PRK,GBR,cyber,2018-Q3,,Espionage,Targeting of Mammoth Screen,cfr
PRK,GBR,migrazione,2018,81,,,
PRK,GBR,migrazione,2019,78,,,
PRK,GBR,migrazione,2020,72,,,
PRK,GBR,migrazione,2021,51,,,
PRK,GBR,migrazione,2022,35,,,
PRK,GBR,migrazione,2023,24,,,
PRK,GBR,migrazione,2024,15,,,
PRK,UKR,cyber,2021-Q4,,Hijacking with Misuse,BlueNoroff hackers steal crypto using fake MetaMask extension,eurepoc
PRK,LVA,cyber,2021-Q2,,Hijacking without Misuse,DeathNote cluster,eurepoc
PRK,LVA,cyber,,,Espionage,Targeting of South Korean think tank,cfr
PRK,VNM,cyber,2021-Q3,,Hijacking without Misuse,Konni RAT malware vs. Russia,eurepoc
PRK,VNM,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,VNM,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,VNM,cyber,2018-Q1,,,APT 37,cfr
PRK,VNM,cyber,2016-Q2,,Financial Theft,SWIFT-related bank heists,cfr
PRK,NPL,cyber,2021-Q3,,Hijacking without Misuse,Konni RAT malware vs. Russia,eurepoc
PRK,NPL,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,MNG,cyber,2021-Q3,,Hijacking without Misuse,Konni RAT malware vs. Russia,eurepoc
PRK,CHL,cyber,2018-Q4,,Data theft;Hijacking with Misuse,Chilean Redbanc,eurepoc
PRK,CHL,cyber,2018-Q2,,Disruption;Hijacking with Misuse,APT38 attacks Chilean Central Bank,eurepoc
PRK,CHL,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,SVK,cyber,,,,Kimusky,cfr
PRK,SVK,cyber,,,,Autumn Aperture—use of malicious websites to target foreign ministries and other entities,cfr
PRK,ZAF,cyber,,,,Autumn Aperture—use of malicious websites to target foreign ministries and other entities,cfr
PRK,ZAF,cyber,,,Espionage,Targeting of South African freight companies,cfr
PRK,ZAF,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,BGD,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,BGD,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,BGD,cyber,2016-Q1,,Espionage,Lazarus Group,cfr
PRK,BGD,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,BGD,cyber,2016-Q2,,Financial Theft,SWIFT-related bank heists,cfr
PRK,MYS,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,MYS,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,PHL,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,PHL,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,URY,cyber,2018-Q4,,Financial Theft,Global bank attacks,cfr
PRK,URY,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,AUS,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,AUS,migrazione,2018,19,,,
PRK,AUS,migrazione,2019,18,,,
PRK,AUS,migrazione,2020,7,,,
PRK,GTM,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,THA,cyber,2018-Q2,,Espionage,Operation GhostSecret,cfr
PRK,BGR,cyber,,,Espionage,Targeting of manufacturing and real-estate sectors in India and telecommunications companies in Bulgaria and Pakistan,cfr
PRK,BGR,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,PAK,cyber,,,Espionage,Targeting of manufacturing and real-estate sectors in India and telecommunications companies in Bulgaria and Pakistan,cfr
PRK,PAK,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,AUT,cyber,,,Espionage,Targeting of the International Atomic Energy Agency and South Korean defense contractor,cfr
PRK,ARG,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,BIH,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,CRI,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,ECU,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,ECU,cyber,2016-Q2,,Financial Theft,SWIFT-related bank heists,cfr
PRK,GHA,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,JOR,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,KEN,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,KWT,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,MLT,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,MOZ,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,NIC,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,NGA,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,PAN,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,PER,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,SGP,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,TZA,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,TZA,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,TGO,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,UGA,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,ZMB,cyber,,,Financial Theft,Targeting of automated teller machines worldwide,cfr
PRK,BEL,migrazione,2018,36,,,
PRK,BEL,migrazione,2019,34,,,
PRK,BEL,migrazione,2020,32,,,
PRK,BEL,migrazione,2021,32,,,
PRK,BEL,migrazione,2022,28,,,
PRK,BEL,migrazione,2023,18,,,
PRK,BEL,migrazione,2024,16,,,
PRK,DNK,migrazione,2018,9,,,
PRK,DNK,migrazione,2019,8,,,
PRK,DNK,migrazione,2020,6,,,
PRK,DNK,migrazione,2024,8,,,
PRK,IRL,migrazione,2018,7,,,
PRK,IRL,migrazione,2019,7,,,
PRK,IRL,migrazione,2020,7,,,
PRK,IRL,migrazione,2021,9,,,
PRK,IRL,migrazione,2022,8,,,
PRK,IRL,migrazione,2023,11,,,
PRK,IRL,migrazione,2024,9,,,
PRK,LUX,migrazione,2018,12,,,
PRK,LUX,migrazione,2019,11,,,
PRK,LUX,migrazione,2020,11,,,
PRK,LUX,migrazione,2021,11,,,
PRK,LUX,migrazione,2022,11,,,
PRK,LUX,migrazione,2023,11,,,
PRK,LUX,migrazione,2024,8,,,
PRK,SWE,migrazione,2018,5,,,
PRK,SWE,migrazione,2019,5,,,
PRK,SWE,migrazione,2024,10,,,
IRN,ISR,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored hacking group CyberAv3ngers compromised critical infrastructure in Israel and the United States using IOCONTROL malware beginning in mid-October 2023,eurepoc
IRN,ISR,cyber,2024-Q4,,Data theft & Doxing;Hijacking with Misuse,Iranian state-sponsored hacking group Handala leaked personal details and documents of senior Israeli officials in November 2024,eurepoc
IRN,ISR,cyber,2022-Q3,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Iran-based Pioneer Kitten Enabling Ransomware Attacks on US Organizations since September 2022,eurepoc
IRN,ISR,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,ISR,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Iranian APT35 subgroup Lord Nemesis infiltrated Israeli academic software company to target Israeli institutions ,eurepoc
IRN,ISR,cyber,2022-Q2,,Data theft;Hijacking with Misuse,Iranian-linked threat actor UNC1549 used credential-harvesting and phishing in espionage campaign targeting aerospace and defence industries since June 2022,eurepoc
IRN,ISR,cyber,2023-Q4,,Hijacking with Misuse,Iranian state-sponsored hacking group MARNANBRIDGE compromised and abused email accounts of Israeli municipal governments in mid-October 2023,eurepoc
IRN,ISR,cyber,2023-Q4,,Disruption;Hijacking with Misuse,Iran disrupted several Israeli targets using wiper malware following Hamas terrorist attack on 7 October 2023,eurepoc
IRN,ISR,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,ISR,cyber,2021-Q4,,Hijacking without Misuse,Iranian state-sponsored hacker group OilRig gained access to unspecified Israeli organisations using SC5k v1 downloader beginning in November 2021,eurepoc
IRN,ISR,cyber,2022-Q4,,Hijacking without Misuse,Iranian state-sponsored hacker group OilRig gained access to an Israeli healthcare organisation using SC5k v3 downloader in December 2022,eurepoc
IRN,ISR,cyber,2022-Q2,,Hijacking without Misuse,Iranian state-sponsored hacker group OilRig gained access to Israeli local government organisation using new OilBooster as well as SC5k downloaders beginning in June 2022,eurepoc
IRN,ISR,cyber,2022-Q1,,Hijacking without Misuse,Iranian state-sponsored hacker group OilRig gained access to an Israeli manufacturing company using two new downloaders ODAgent as well as OilCheck beginning in February 2022,eurepoc
IRN,ISR,cyber,2023-Q4,,Data theft & Doxing;Hijacking with Misuse,Iranian State-Aligned AGRIUS and Lebanese Terrorist Hezbollah Cyber Unit extraced medical records of military personnel from Israeli Ziv Medical Centre in November 2023,eurepoc
IRN,ISR,cyber,2023-Q1,,Data theft & Doxing;Disruption;Hijacking with Misuse,Agonizing Serpens targeted Israeli education and technology organisations since January 2023,eurepoc
IRN,ISR,cyber,2022-Q1,,Data theft;Hijacking with Misuse,Iranian state-sponsored hacker group Scarred Manticore gained access to Windows servers of various Middle Eastern state and private institutions using LIONTAIL malware framework since at least 2022,eurepoc
IRN,ISR,cyber,2021-Q3,,Hijacking without Misuse,Iranian APT 'Charming Kitten' gained access to exchange servers of 34 primarily israeli organizations beginning in March 2021 ,eurepoc
IRN,ISR,cyber,2023-Q3,,Disruption,Iranian hacktivist group 'Cyber Av3ngers' allegedly disrupted website of Israeli oil processing and petrochemical company BAZAN Group during 28-30 July 2023,eurepoc
IRN,ISR,cyber,2022-Q2,,Hijacking without Misuse,Iranian state-sponsored hacking group Tortoiseshell infected at least eight websites of Israeli shipping and logistics companies beginning in May 2022,eurepoc
IRN,ISR,cyber,2022-Q4,,Hijacking without Misuse,Iranian state-sponsored hacking group OilRig deployed new backdoor Mango against Israeli healthcare organization in Dezember 2022,eurepoc
IRN,ISR,cyber,2022-Q2,,Disruption,Pro-Iranian hacking group ALtahrea Team took down the website of Israel's Airport Authority on 19 April 2022,eurepoc
IRN,ISR,cyber,2021-Q1,,Data theft;Hijacking with Misuse,An unspecified subgroup of the Iranian state-sponsored hacking group Mint Sandstorm gained access to US transportation and energy companies beginning in late 2021,eurepoc
IRN,ISR,cyber,2023-Q1,,Disruption;Hijacking with Misuse;Ransomware,Purported hacktivist group DarkBit carried out ransomware attack against Israeli Technion University on 12 February 2023,eurepoc
IRN,ISR,cyber,2022-Q3,,Data theft;Hijacking with Misuse,The hacker group POLONIUM penetrated the network of an Israeli company in Serbia using a modified version of the backdoor CreepyDrive starting in mid-September 2022,eurepoc
IRN,ISR,cyber,2021-Q1,,Data theft & Doxing;Hijacking with Misuse,Iranian hacker group Moses Staff hacked and controlled dozens of Israeli CCTV cameras since 2021,eurepoc
IRN,ISR,cyber,2020-Q1,,Disruption;Hijacking with Misuse,Iran-aligned hacking group Agrius deployed Apostle and DEADWOOD wipers against Israeli targets beginning in 2020,eurepoc
IRN,ISR,cyber,2022-Q1,,Disruption;Hijacking with Misuse,Iranian-aligned hacking group Agrius deploys Fantasy wiper via Israeli software suite used in diamond industry in February 2022,eurepoc
IRN,ISR,cyber,2022-Q3,,Hijacking without Misuse,Iranian state-sponsored hacking group MERCURY used Log4j 2 vulnerabilities against Israeli organizations in July 2022,eurepoc
IRN,ISR,cyber,2021-Q3,,Data theft;Hijacking with Misuse,Lebanon-based hacking group POLONIUM has targeted Israeli organizations in possible coordination with Iran's Ministry of Intelligence since September 2021,eurepoc
IRN,ISR,cyber,2020-Q4,,Data theft;Hijacking with Misuse;Ransomware,"Ten Iranians and two Iranian companies engaged in a scheme to gain unauthorized access to the computer systems of hundreds of victims in the United States, the United Kingdom, Israel, Iran, and elsewhere, causing damage and losses to the victims since October 2020",eurepoc
IRN,ISR,cyber,2021-Q3,,Data theft;Hijacking with Misuse,Iranian IT-company Supply-Chain Attack in Israel,eurepoc
IRN,ISR,cyber,2021-Q4,,Data theft & Doxing;Disruption,BlackShadow,eurepoc
IRN,ISR,cyber,2021-Q3,,Hijacking without Misuse,DEV-0343,eurepoc
IRN,ISR,cyber,2021-Q4,,Data theft & Doxing;Hijacking with Misuse,Iran group Black Shadow attacks Israeli K.L.S Capital Ltd.,eurepoc
IRN,ISR,cyber,2020-Q4,,Data theft & Doxing;Hijacking with Misuse,Israel vs. Iran: Portnox,eurepoc
IRN,ISR,cyber,2020-Q4,,Data theft & Doxing;Hijacking with Misuse,Israel vs. Iran: Aerospace industries,eurepoc
IRN,ISR,cyber,2018-Q2,,Data theft;Hijacking with Misuse,Out to Sea,eurepoc
IRN,ISR,cyber,2019-Q1,,Data theft,Benny Gantz phone hack,eurepoc
IRN,ISR,cyber,2018-Q1,,Data theft,Cobalt Dickens,eurepoc
IRN,ISR,cyber,,,Espionage,APT 42,cfr
IRN,ISR,cyber,,,Espionage,Targeting of U.S. and Israeli medical researchers,cfr
IRN,ISR,cyber,,,Espionage,"Targeting of companies in the United States, Israel, Saudi Arabia, and elsewhere",cfr
IRN,ISR,cyber,,,Espionage,Impersonation of journalists to compromise public figures,cfr
IRN,ISR,cyber,2018-Q3,,Espionage,Cobalt Dickens,cfr
IRN,ISR,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,ISR,cyber,2017-Q3,,Espionage,CopyKittens,cfr
IRN,ISR,cyber,2016-Q1,,Espionage,OilRig,cfr
IRN,ISR,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,ISR,cyber,,,Espionage,Charming Kitten,cfr
IRN,ISR,cyber,2012-Q3,,Espionage,Madi,cfr
IRN,ISR,cyber,,,,Leafminer,cfr
IRN,ISR,cyber,,,,Agrius,cfr
IRN,ISR,cyber,,,Espionage,Storm-842,cfr
IRN,ISR,cyber,,,Data destruction,Targeting of Israeli organizations,cfr
IRN,ISR,cyber,,,Espionage,"Targeting of telecommunications firms and government agencies in Israel, Turkey, and Africa",cfr
IRN,ISR,cyber,,,Data destruction,Targeting of Israeli education and technology sectors,cfr
IRN,ISR,cyber,,,Espionage,Targeting of government employees and researchers,cfr
IRN,ISR,cyber,,,Espionage,"Targeting of organizations in Brazil, Israel, and the United Arab Emirates",cfr
IRN,ISR,cyber,,,Espionage,Targeting of users of Israeli shipping and logistics websites,cfr
IRN,ISR,cyber,,,Espionage,"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",cfr
IRN,ISR,cyber,,,Financial Theft,"Targeting of the Technion, the Israeli Institute of Technology",cfr
IRN,ISR,cyber,,,Espionage,Targeting of Israeli organizations using SysAid,cfr
IRN,ISR,cyber,,,Espionage,Targeting of Israeli companies and government agencies,cfr
IRN,ISR,cyber,,,Espionage,Targeting of telecommunication companies in Asia and the Middle East,cfr
IRN,ISR,cyber,,,Espionage,Targeting of Israeli software supply chain,cfr
IRN,ISR,cyber,,,Espionage,Siamesekitten,cfr
IRN,ISR,cyber,,,Espionage,Targeting of Israeli organizations with ransomware,cfr
IRN,ISR,cyber,,,Espionage,Pioneer Kitten,cfr
IRN,ISR,cyber,,,Sabotage,Targeting of Israeli water management facilities,cfr
IRN,ISR,cyber,,,Sabotage,Attack on Israeli water utilities,cfr
IRN,ISR,cyber,2015-Q4,,Espionage,Chafer,cfr
IRN,ISR,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,ISR,migrazione,2018,6,,,
IRN,ISR,migrazione,2019,6,,,
IRN,ISR,migrazione,2020,6,,,
IRN,ISR,migrazione,2021,6,,,
IRN,ISR,migrazione,2022,6,,,
IRN,ISR,migrazione,2023,6,,,
IRN,ISR,migrazione,2024,6,,,
IRN,ISR,coinvolgimento_militare,2024-Q2,17,,,
IRN,ISR,coinvolgimento_militare,2024-Q4,16,,,
IRN,USA,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored hacking group CyberAv3ngers compromised critical infrastructure in Israel and the United States using IOCONTROL malware beginning in mid-October 2023,eurepoc
IRN,USA,cyber,2022-Q3,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Iran-based Pioneer Kitten Enabling Ransomware Attacks on US Organizations since September 2022,eurepoc
IRN,USA,cyber,2024-Q2,,Hijacking without Misuse,Iran-Linked APT33 Group Used New Tickler Malware to Backdoor US and UAE Organizations Between April and July 2024,eurepoc
IRN,USA,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,USA,cyber,2023-Q4,,Hijacking without Misuse,IRGC-linked hacker group Cyber Av3nger breached Municipal Water Authority of Aliquippa in Pennsylvania on 25 November 2023,eurepoc
IRN,USA,cyber,2023-Q1,,Hijacking without Misuse,US aeronautical organisation infiltrated by nation-state threat actors tracing back to January 2023,eurepoc
IRN,USA,cyber,2023-Q2,,Hijacking without Misuse,Iranian state-sponsored hacking group 'TA453' aka 'Charming Kitten' gained access to computers of experts in nuclear proliferation policy and Middle Eastern affairs using Gorjol Echo backdoor beginning in mid-May 2023,eurepoc
IRN,USA,cyber,2020-Q1,,Hijacking without Misuse,"Pioneer Kitten, an Iran-linked hacking group, gained access to a city's local infrastructure that would be used to record the voting results of the US 2020 election",eurepoc
IRN,USA,cyber,2021-Q1,,Data theft;Hijacking with Misuse,An unspecified subgroup of the Iranian state-sponsored hacking group Mint Sandstorm gained access to US transportation and energy companies beginning in late 2021,eurepoc
IRN,USA,cyber,2022-Q3,,Disruption;Hijacking with Misuse,"Two Iranian APTs, MuddyWater aka MERCURY and DEV-1084, targeted on-premises and cloud environments with destructive attacks masquerading as ransomware since 2022",eurepoc
IRN,USA,cyber,2022-Q1,,Hijacking without Misuse,Subgroup of Iranian government-sponsored COBALT MIRAGE compromised a local US government network using Drokbk malware in February 2022,eurepoc
IRN,USA,cyber,2022-Q1,,Hijacking without Misuse,An unnamed Iranian state-sponsored hacking group gained access to the computer systems of a US federal civilian executive branch organization beginning in February 2022,eurepoc
IRN,USA,cyber,2022-Q1,,Data theft & Doxing;Disruption;Hijacking with Misuse,Iranian hacker group Emennet Pasargad stole and leaked information of a US-based organization to target an Iranian opposition group in early 2022,eurepoc
IRN,USA,cyber,2020-Q4,,Data theft;Hijacking with Misuse;Ransomware,"Ten Iranians and two Iranian companies engaged in a scheme to gain unauthorized access to the computer systems of hundreds of victims in the United States, the United Kingdom, Israel, Iran, and elsewhere, causing damage and losses to the victims since October 2020",eurepoc
IRN,USA,cyber,2021-Q3,,Hijacking without Misuse,DEV-0343,eurepoc
IRN,USA,cyber,2020-Q1,,Data theft;Hijacking with Misuse,"TA456's persona ""Marcella Flores""",eurepoc
IRN,USA,cyber,2018-Q1,,Data theft;Hijacking with Misuse,Operation GhostShell,eurepoc
IRN,USA,cyber,2019-Q4,,Data theft;Hijacking with Misuse,Fake Interview,eurepoc
IRN,USA,cyber,2019-Q3,,Data theft,Charming Kitten Election Interference,eurepoc
IRN,USA,cyber,2018-Q4,,Data theft,Charming Kitten vs. US and Arab Officials,eurepoc
IRN,USA,cyber,2018-Q4,,Data theft;Hijacking with Misuse,2018 Citrix Hack by APT Iridium,eurepoc
IRN,USA,cyber,2018-Q1,,Hijacking without Misuse,FoxKittens vs. US,eurepoc
IRN,USA,cyber,2018-Q1,,Data theft,Cobalt Dickens,eurepoc
IRN,USA,cyber,,,Espionage,"Targeting of U.S. Departments of Treasury and State, defense contractors, and two New York–based companies",cfr
IRN,USA,cyber,,,Espionage,Targeting of nuclear security experts in phishing campaign,cfr
IRN,USA,cyber,,,Financial Theft,Targeting of PaperCut MF and NG print management servers by an Islamic Revolutionary Guard Corps–affiliated actor,cfr
IRN,USA,cyber,,,Financial Theft,Targeting of PaperCut MF and NG print management servers by a Ministry of Intelligence and Security–affiliated actor,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. critical infrastructure and civil-society groups,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. federal agency,cfr
IRN,USA,cyber,,,Espionage,Targeting of medical professionals,cfr
IRN,USA,cyber,,,Espionage,APT 42,cfr
IRN,USA,cyber,,,Financial Theft,Targeting of organizations in an Iranian ransomware campaign,cfr
IRN,USA,cyber,,,Financial Theft,Targeting of Boston Children’s Hospital,cfr
IRN,USA,cyber,,,Espionage,Emennet Pasargad,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. newspaper chain,cfr
IRN,USA,cyber,,,Financial Theft,Targeting of U.S. and Australian critical infrastructure,cfr
IRN,USA,cyber,,,,"Targeting of major aerospace companies in the United States, Russia, Europe, and the Middle East",cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. defense industry using Facebook,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. and Israeli medical researchers,cfr
IRN,USA,cyber,,,,"Targeting of U.S. information technology, government, health-care, finance, and media industries",cfr
IRN,USA,cyber,,,Espionage,Targeting of the Donald J. Trump presidential campaign,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. companies and government agencies,cfr
IRN,USA,cyber,,,Espionage,"Targeting of companies in the United States, Israel, Saudi Arabia, and elsewhere",cfr
IRN,USA,cyber,,,Espionage,Fox Kitten,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. government employees,cfr
IRN,USA,cyber,,,Espionage,Impersonation of journalists to compromise public figures,cfr
IRN,USA,cyber,,,Espionage,Targeting of U.S. grid,cfr
