da,a,tipo,periodo,peso,categoria,titolo,fonte
IRN,USA,cyber,,,Espionage,Targeting of U.S. government and private entities and other victims,cfr
IRN,USA,cyber,,,Espionage,Targeting of a U.S. presidential campaign,cfr
IRN,USA,cyber,,,Espionage,"Attack on U.S. presidential campaign government officials, journalists, and prominent expatriate Iranians",cfr
IRN,USA,cyber,,,Espionage,"Targeting of over sixty universities in multiple countries, including the United States and United Kingdom",cfr
IRN,USA,cyber,2019-Q2,,Data destruction,Attacks on private U.S. companies,cfr
IRN,USA,cyber,2019-Q1,,Espionage,Global hijacking of domain name system (DNS),cfr
IRN,USA,cyber,2018-Q3,,Espionage,Cobalt Dickens,cfr
IRN,USA,cyber,,,Espionage,APT 35,cfr
IRN,USA,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,USA,cyber,2017-Q3,,Espionage,APT 33,cfr
IRN,USA,cyber,2017-Q3,,Espionage,CopyKittens,cfr
IRN,USA,cyber,2016-Q1,,Espionage,OilRig,cfr
IRN,USA,cyber,2015-Q4,,Espionage,Compromise of social media accounts of State Department officials,cfr
IRN,USA,cyber,2014-Q4,,Data destruction,Compromise of the Sands Casino,cfr
IRN,USA,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,USA,cyber,,,Espionage,Charming Kitten,cfr
IRN,USA,cyber,2014-Q2,,Espionage,Saffron Rose,cfr
IRN,USA,cyber,2013-Q3,,Espionage,Compromise of unclassified U.S. Navy network,cfr
IRN,USA,cyber,2012-Q3,,Denial of service,Denial of service attacks against U.S. banks in 2012–2013,cfr
IRN,USA,cyber,2012-Q3,,Espionage,Madi,cfr
IRN,USA,migrazione,2018,5648,,,
IRN,USA,migrazione,2019,5824,,,
IRN,USA,migrazione,2020,5582,,,
IRN,USA,migrazione,2021,5331,,,
IRN,USA,migrazione,2022,5275,,,
IRN,USA,migrazione,2023,5396,,,
IRN,USA,migrazione,2024,5347,,,
IRN,ARE,cyber,2024-Q1,,Hijacking with Misuse,Iranian State-Sponsored Hacking Group OilRig Exploited Windows Kernel Privilege Escalation Flaw in Cyber Espionage Campaign Targeting the United Arab Emirates in 2024,eurepoc
IRN,ARE,cyber,2022-Q3,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Iran-based Pioneer Kitten Enabling Ransomware Attacks on US Organizations since September 2022,eurepoc
IRN,ARE,cyber,2024-Q2,,Hijacking without Misuse,Iran-Linked APT33 Group Used New Tickler Malware to Backdoor US and UAE Organizations Between April and July 2024,eurepoc
IRN,ARE,cyber,2022-Q2,,Data theft;Hijacking with Misuse,Iranian-linked threat actor UNC1549 used credential-harvesting and phishing in espionage campaign targeting aerospace and defence industries since June 2022,eurepoc
IRN,ARE,cyber,2022-Q1,,Data theft;Hijacking with Misuse,Iranian state-sponsored hacker group Scarred Manticore gained access to Windows servers of various Middle Eastern state and private institutions using LIONTAIL malware framework since at least 2022,eurepoc
IRN,ARE,cyber,2021-Q3,,Hijacking without Misuse,Iranian APT 'Charming Kitten' gained access to exchange servers of 34 primarily israeli organizations beginning in March 2021 ,eurepoc
IRN,ARE,cyber,2022-Q1,,Hijacking without Misuse,Iranian state-sponsored hacking group APT34 gained access to the network of an unspecified UAE government agency using the PowerExchange backdoor in 2022,eurepoc
IRN,ARE,cyber,2018-Q2,,Data theft;Hijacking with Misuse,Out to Sea,eurepoc
IRN,ARE,cyber,2019-Q4,,Data theft;Hijacking with Misuse,Seedworm,eurepoc
IRN,ARE,cyber,2019-Q2,,Data theft;Hijacking with Misuse,APT33 vs. Saudi targets 2019,eurepoc
IRN,ARE,cyber,2019-Q1,,Espionage,Global hijacking of domain name system (DNS),cfr
IRN,ARE,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,ARE,cyber,2016-Q1,,Espionage,OilRig,cfr
IRN,ARE,cyber,,,,Leafminer,cfr
IRN,ARE,cyber,,,Espionage,"Targeting of organizations in Brazil, Israel, and the United Arab Emirates",cfr
IRN,ARE,cyber,,,Espionage,"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",cfr
IRN,ARE,cyber,,,Espionage,Targeting of telecommunication companies in Asia and the Middle East,cfr
IRN,ARE,cyber,2015-Q4,,Espionage,Chafer,cfr
IRN,ARE,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,ARE,cyber,2018-Q4,,Espionage,Attack on Italian oil firm Saipem,cfr
IRN,ARE,cyber,,,Espionage,Targeting of United Arab Emirates government employees,cfr
IRN,ARE,migrazione,2018,8,,,
IRN,ARE,migrazione,2019,7,,,
IRN,ARE,migrazione,2020,7,,,
IRN,ARE,migrazione,2021,5,,,
IRN,ARE,migrazione,2022,5,,,
IRN,ARE,migrazione,2023,5,,,
IRN,SWE,cyber,2023-Q3,,Hijacking with Misuse,"Iranian state-sponsored Islamic Revolutionary Guard Corps (IRGC) intercepted data and sent 15,000 text messages to Swedish telecommunications network in Sweden on August 1, 2023",eurepoc
IRN,SWE,cyber,2018-Q1,,Espionage,Indictment of officials from the Mabna Institute,cfr
IRN,SWE,cyber,,,Espionage,Targeting of Dutch data center,cfr
IRN,SWE,migrazione,2018,6485,,,
IRN,SWE,migrazione,2019,7408,,,
IRN,SWE,migrazione,2020,7507,,,
IRN,SWE,migrazione,2021,7350,,,
IRN,SWE,migrazione,2022,6872,,,
IRN,SWE,migrazione,2023,5465,,,
IRN,SWE,migrazione,2024,4949,,,
IRN,IRQ,cyber,2024-Q1,,Hijacking without Misuse,An Iranian-nexus hacking group attacks Iraqi entities over several months in 2024,eurepoc
IRN,IRQ,cyber,2022-Q1,,Data theft;Hijacking with Misuse,Iranian state-sponsored hacker group Scarred Manticore gained access to Windows servers of various Middle Eastern state and private institutions using LIONTAIL malware framework since at least 2022,eurepoc
IRN,IRQ,cyber,2019-Q4,,Data theft;Hijacking with Misuse,Seedworm,eurepoc
IRN,IRQ,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,IRQ,cyber,,,Espionage,Charming Kitten,cfr
IRN,IRQ,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,IRQ,cyber,2018-Q4,,,APT 39,cfr
IRN,IRQ,migrazione,2018,7026,,,
IRN,IRQ,migrazione,2019,5041,,,
IRN,IRQ,migrazione,2020,5061,,,
IRN,IRQ,migrazione,2021,4116,,,
IRN,IRQ,migrazione,2022,3707,,,
IRN,IRQ,migrazione,2023,3595,,,
IRN,IRQ,migrazione,2024,3579,,,
IRN,AZE,cyber,2022-Q3,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Iran-based Pioneer Kitten Enabling Ransomware Attacks on US Organizations since September 2022,eurepoc
IRN,AZE,cyber,,,,Leafminer,cfr
IRN,AZE,cyber,,,Espionage,"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",cfr
IRN,AZE,cyber,,,Espionage,Targeting of Middle Eastern and Azerbaijani organizations,cfr
IRN,AZE,migrazione,2018,43,,,
IRN,AZE,migrazione,2019,43,,,
IRN,AZE,migrazione,2020,43,,,
IRN,AZE,migrazione,2021,52,,,
IRN,AZE,migrazione,2022,51,,,
IRN,AZE,migrazione,2023,64,,,
IRN,AZE,migrazione,2024,60,,,
IRN,AUS,cyber,2024-Q2,,Hijacking without Misuse,Iran-Linked APT33 Group Used New Tickler Malware to Backdoor US and UAE Organizations Between April and July 2024,eurepoc
IRN,AUS,cyber,2020-Q4,,Data theft;Hijacking with Misuse;Ransomware,"Ten Iranians and two Iranian companies engaged in a scheme to gain unauthorized access to the computer systems of hundreds of victims in the United States, the United Kingdom, Israel, Iran, and elsewhere, causing damage and losses to the victims since October 2020",eurepoc
IRN,AUS,cyber,2018-Q1,,Data theft,Cobalt Dickens,eurepoc
IRN,AUS,cyber,,,Espionage,APT 42,cfr
IRN,AUS,cyber,,,Financial Theft,Targeting of U.S. and Australian critical infrastructure,cfr
IRN,AUS,cyber,,,Espionage,"Targeting of over sixty universities in multiple countries, including the United States and United Kingdom",cfr
IRN,AUS,cyber,2018-Q3,,Espionage,Cobalt Dickens,cfr
IRN,AUS,cyber,2018-Q4,,,APT 39,cfr
IRN,AUS,migrazione,2018,10702,,,
IRN,AUS,migrazione,2019,11866,,,
IRN,AUS,migrazione,2020,12606,,,
IRN,AUS,migrazione,2021,12701,,,
IRN,AUS,migrazione,2022,12023,,,
IRN,AUS,migrazione,2023,7187,,,
IRN,AUS,migrazione,2024,7725,,,
IRN,DZA,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,EGY,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,EGY,cyber,2023-Q4,,Hijacking without Misuse,"Iranian state-sponsored hacking group Seedworm gained access to three telecommunications companies in Egypt, Sudan and Tanzania in November 2023",eurepoc
IRN,EGY,cyber,2019-Q2,,Data theft;Hijacking with Misuse,APT33 vs. Saudi targets 2019,eurepoc
IRN,EGY,cyber,,,,Leafminer,cfr
IRN,EGY,cyber,,,Espionage,"Targeting of telecommunications firms and government agencies in Israel, Turkey, and Africa",cfr
IRN,EGY,cyber,,,Espionage,"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",cfr
IRN,EGY,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,EGY,cyber,,,Espionage,"Targeting of the telecommunications sector in Egypt, Sudan, and Tanzania",cfr
IRN,EGY,cyber,2018-Q4,,,APT 39,cfr
IRN,IND,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,IND,cyber,2019-Q2,,Data theft;Hijacking with Misuse,APT33 vs. Saudi targets 2019,eurepoc
IRN,IND,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,IND,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,IND,cyber,2018-Q4,,Espionage,Attack on Italian oil firm Saipem,cfr
IRN,IND,cyber,,,Espionage,Targeting of Dutch data center,cfr
IRN,IND,migrazione,2018,53,,,
IRN,IND,migrazione,2019,49,,,
IRN,IND,migrazione,2020,49,,,
IRN,IND,migrazione,2021,58,,,
IRN,IND,migrazione,2022,60,,,
IRN,IND,migrazione,2023,56,,,
IRN,IND,migrazione,2024,50,,,
IRN,ITA,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,ITA,cyber,2018-Q4,,Disruption;Hijacking with Misuse,Shamoon 3.0,eurepoc
IRN,ITA,cyber,,,Espionage,APT 42,cfr
IRN,ITA,cyber,2018-Q1,,Espionage,Indictment of officials from the Mabna Institute,cfr
IRN,ITA,migrazione,2018,1907,,,
IRN,ITA,migrazione,2019,2094,,,
IRN,ITA,migrazione,2020,1313,,,
IRN,ITA,migrazione,2021,1278,,,
IRN,ITA,migrazione,2022,1213,,,
IRN,ITA,migrazione,2023,1493,,,
IRN,ITA,migrazione,2024,1452,,,
IRN,TUR,cyber,2023-Q4,,Hijacking without Misuse,Iranian state-sponsored APT MuddyWater compromised various sectors from multiple countries from October 2023 until April 2024 using the RMM tool Atera Agent,eurepoc
IRN,TUR,cyber,2021-Q4,,Hijacking without Misuse,MuddyWater vs. Turkey (2021),eurepoc
IRN,TUR,cyber,2019-Q4,,Data theft;Hijacking with Misuse,Seedworm,eurepoc
IRN,TUR,cyber,2019-Q2,,Data theft;Hijacking with Misuse,APT33 vs. Saudi targets 2019,eurepoc
IRN,TUR,cyber,2018-Q4,,Data theft;Hijacking with Misuse,MuddyWater vs. Turkey (2018),eurepoc
IRN,TUR,cyber,2018-Q3,,Data theft;Hijacking with Misuse,Seedworm,eurepoc
IRN,TUR,cyber,2018-Q1,,Data theft,Cobalt Dickens,eurepoc
IRN,TUR,cyber,2017-Q4,,Espionage,MuddyWater,cfr
IRN,TUR,cyber,2016-Q1,,Espionage,OilRig,cfr
IRN,TUR,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,TUR,cyber,,,Espionage,"Targeting of telecommunications firms and government agencies in Israel, Turkey, and Africa",cfr
IRN,TUR,cyber,,,Espionage,"Targeting of high-profile government, aviation, energy, telecoms and banking-sector entities in the Middle East and North Africa",cfr
IRN,TUR,cyber,2015-Q4,,Espionage,Chafer,cfr
IRN,TUR,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,TUR,cyber,,,Espionage,"Compromises of government embassies, telecommunications companies, and a Russian oil company",cfr
IRN,TUR,cyber,,,Espionage,Targeting   of entities   in Turkey   and the   Arabian   Peninsula,cfr
IRN,TUR,cyber,,,Espionage,Targeting of Turkish government organizations,cfr
IRN,TUR,migrazione,2018,8731,,,
IRN,TUR,migrazione,2019,548,,,
IRN,TUR,migrazione,2020,1693,,,
IRN,TUR,migrazione,2021,3942,,,
IRN,TUR,migrazione,2022,5114,,,
IRN,TUR,migrazione,2023,5388,,,
IRN,TUR,migrazione,2024,6072,,,
IRN,BEL,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,BEL,migrazione,2018,960,,,
IRN,BEL,migrazione,2019,1700,,,
IRN,BEL,migrazione,2020,1648,,,
IRN,BEL,migrazione,2021,1843,,,
IRN,BEL,migrazione,2022,1526,,,
IRN,BEL,migrazione,2023,1730,,,
IRN,BEL,migrazione,2024,1778,,,
IRN,FRA,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,FRA,cyber,2019-Q3,,Data theft,Charming Kitten Election Interference,eurepoc
IRN,FRA,cyber,,,Espionage,Targeting of nuclear security experts in phishing campaign,cfr
IRN,FRA,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,FRA,migrazione,2018,2757,,,
IRN,FRA,migrazione,2019,2970,,,
IRN,FRA,migrazione,2020,3122,,,
IRN,FRA,migrazione,2021,3967,,,
IRN,FRA,migrazione,2022,4185,,,
IRN,FRA,migrazione,2023,4637,,,
IRN,FRA,migrazione,2024,5062,,,
IRN,GBR,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,GBR,cyber,2022-Q1,,Data theft;Hijacking with Misuse,Iran-based TA453 targeted a variety of targets in the UK and other regions with spearphishing campaign,eurepoc
IRN,GBR,cyber,2020-Q4,,Data theft;Hijacking with Misuse;Ransomware,"Ten Iranians and two Iranian companies engaged in a scheme to gain unauthorized access to the computer systems of hundreds of victims in the United States, the United Kingdom, Israel, Iran, and elsewhere, causing damage and losses to the victims since October 2020",eurepoc
IRN,GBR,cyber,2021-Q1,,Data theft;Hijacking with Misuse,Operation SpoofedScholars,eurepoc
IRN,GBR,cyber,2019-Q4,,Data theft;Hijacking with Misuse,Fake Interview,eurepoc
IRN,GBR,cyber,2018-Q4,,Data theft,IranRev. Guard vs. UKGovernment,eurepoc
IRN,GBR,cyber,2018-Q1,,Data theft,Cobalt Dickens,eurepoc
IRN,GBR,cyber,,,Espionage,Targeting of nuclear security experts in phishing campaign,cfr
IRN,GBR,cyber,,,Espionage,APT 42,cfr
IRN,GBR,cyber,,,Espionage,Targeting of U.S. defense industry using Facebook,cfr
IRN,GBR,cyber,,,Espionage,Impersonation of journalists to compromise public figures,cfr
IRN,GBR,cyber,,,Espionage,"Targeting of over sixty universities in multiple countries, including the United States and United Kingdom",cfr
IRN,GBR,cyber,2018-Q3,,Espionage,Cobalt Dickens,cfr
IRN,GBR,cyber,2014-Q4,,Espionage,Operation Cleaver,cfr
IRN,GBR,cyber,,,Espionage,Charming Kitten,cfr
IRN,GBR,cyber,2015-Q4,,Espionage,Rocket Kitten,cfr
IRN,GBR,cyber,,,Espionage,Targeting of academics focusing on the Middle East,cfr
IRN,GBR,cyber,2019-Q2,,Espionage,Compromise of British infrastructure,cfr
IRN,GBR,cyber,2017-Q2,,Espionage,Attempted compromise of email accounts associated with the UK Parliament,cfr
IRN,GBR,cyber,2012-Q1,,Denial of service,Attempted compromise of the BBC Persian TV service,cfr
IRN,GBR,migrazione,2018,17231,,,
IRN,GBR,migrazione,2019,19744,,,
IRN,GBR,migrazione,2020,20433,,,
IRN,GBR,migrazione,2021,21434,,,
IRN,GBR,migrazione,2022,22707,,,
IRN,GBR,migrazione,2023,31741,,,
IRN,GBR,migrazione,2024,37779,,,
IRN,PSE,cyber,2023-Q4,,Data theft;Hijacking with Misuse,Unspecified Subgroup Of Iranian APT Mint Sandstorm (Also Known As APT35 / Charming Kitten) conducted Espionage Campaign Against International High-Level Targets In Academia Since At Least November 2023,eurepoc
IRN,ALB,cyber,2023-Q4,,Disruption;Hijacking with Misuse,Homeland Justice claims responsibility for temporary halt of Albanian Parliament's digital services on 25 December 2023,eurepoc
IRN,ALB,cyber,2021-Q2,,Data theft & Doxing;Disruption;Hijacking with Misuse;Ransomware,Iranian state-sponsored hackers disrupted Albanian government websites and essential services on 15 July 2022,eurepoc
IRN,ALB,cyber,2022-Q3,,Data theft & Doxing,Hackers linked to Iran's MOIS disrupted Albania's Total Information Managment System (TIMS) on 9 September 2022 and leaked internal information related to State Police,eurepoc
IRN,ALB,cyber,,,Espionage,Storm-842,cfr
IRN,ALB,cyber,,,Data destruction,Targeting of Albanian government,cfr
IRN,ALB,migrazione,2018,12,,,
IRN,SDN,cyber,2023-Q4,,Hijacking without Misuse,"Iranian state-sponsored hacking group Seedworm gained access to three telecommunications companies in Egypt, Sudan and Tanzania in November 2023",eurepoc
IRN,SDN,cyber,,,Espionage,"Targeting of the telecommunications sector in Egypt, Sudan, and Tanzania",cfr
IRN,SDN,coinvolgimento_militare,2024-Q2,1,,,
IRN,SDN,coinvolgimento_militare,2023-Q4,1,,,
IRN,SDN,coinvolgimento_militare,2024-Q1,2,,,
IRN,SDN,coinvolgimento_militare,2024-Q3,2,,,
IRN,TZA,cyber,2023-Q4,,Hijacking without Misuse,"Iranian state-sponsored hacking group Seedworm gained access to three telecommunications companies in Egypt, Sudan and Tanzania in November 2023",eurepoc
IRN,TZA,cyber,,,Espionage,"Targeting of the telecommunications sector in Egypt, Sudan, and Tanzania",cfr
IRN,TZA,cyber,,,Espionage,"Targeting of the telecommunications sector in Egypt, Sudan, and Tanzania",cfr
IRN,TZA,migrazione,2021,5,,,
IRN,TZA,migrazione,2022,5,,,
IRN,TZA,migrazione,2023,5,,,
IRN,TZA,migrazione,2024,5,,,
IRN,IRL,cyber,2023-Q4,,Disruption;Hijacking with Misuse,Unknown threat actors targeted Irish water utility Drum/Binghamstown Group Water Scheme causing disruptions on 30 November 2023 ,eurepoc
